"","ID1","ID2","TIETYPE","SEX1","SEX2","AGE1","AGE2","STUDYNUM"
"1","1_1","106_1","sexual","female","female",27,37,1
"2","1_1","236_1","social","female","female",25,27,1
"3","1_1","266_1","social","female","female",26,28,1
"4","1_1","283_1","social","female","female",26,20,1
"5","1_1","337_1","social","female","female",25,29,1
"6","1_1","370_1","social","female","female",27,27,1
"7","1_1","618_1","social","female","female",26,26,1
"8","1_1","619_1","social","female","male",24,28,1
"9","1_1","880_1","social","female","male",24,24,1
"10","1_1","880_1","sexual","female","male",24,24,1
"11","1_1","1212_1","social","female","female",24,42,1
"12","1_1","1212_1","social","female","female",25,43,1
"13","1_1","3452_1","social","female","male",25,47,1
"14","1_1","3452_1","sexual","female","male",25,47,1
"15","1_1","3453_1","sexual","female","male",26,21,1
"16","1_1","3453_1","sexual","female","male",27,22,1
"17","1_1","3454_1","social","female","male",26,28,1
"18","1_1","3455_1","sexual","female","male",26,42,1
"19","1_1","3456_1","sexual","female","male",26,25,1
"20","1_1","5101_1","social","female","male",27,50,1
"21","1_1","5101_1","sexual","female","male",27,50,1
"22","1_1","5102_1","sexual","female","male",27,28,1
"23","1_1","11724_1","social","female","male",24,35,1
"24","1_1","11724_1","sexual","female","male",24,35,1
"25","1_1","11725_1","sexual","female","male",24,40,1
"26","1_1","11726_1","sexual","female","male",24,35,1
"27","1_1","11727_1","sexual","female","male",24,50,1
"28","1_1","11728_1","sexual","female","male",24,28,1
"29","1_1","11729_1","sexual","female","male",24,24,1
"30","1_1","11730_1","social","female","male",25,30,1
"31","1_1","11730_1","sexual","female","male",25,30,1
"32","1_1","11731_1","social","female","female",25,26,1
"33","1_1","11732_1","social","female","male",25,27,1
"34","1_1","11732_1","sexual","female","male",25,27,1
"35","1_1","11733_1","social","female","male",25,35,1
"36","1_1","11733_1","sexual","female","male",25,35,1
"37","1_1","11734_1","social","female","male",25,28,1
"38","1_1","11734_1","sexual","female","male",25,28,1
"39","1_1","11735_1","social","female","male",25,28,1
"40","1_1","11735_1","sexual","female","male",25,28,1
"41","1_1","11736_1","sexual","female","male",25,45,1
"42","1_1","11737_1","sexual","female","male",25,42,1
"43","1_1","11738_1","social","female","male",25,35,1
"44","1_1","11738_1","sexual","female","male",25,35,1
"45","1_1","11739_1","social","female","male",25,25,1
"46","1_1","11739_1","sexual","female","male",25,25,1
"47","1_1","11740_1","social","female","male",26,30,1
"48","1_1","11741_1","social","female","male",26,30,1
"49","1_1","11741_1","sexual","female","male",26,30,1
"50","1_1","11741_1","sexual","female","male",27,31,1
"51","1_1","12975_1","sexual","female","male",27,35,1
"52","1_1","12976_1","sexual","female","male",27,60,1
"53","1_1","12977_1","sexual","female","male",27,26,1
"54","1_1","12978_1","sexual","female","male",27,30,1
"55","1_1","12979_1","sexual","female","male",27,50,1
"56","1_1","12980_1","sexual","female","male",27,28,1
"57","1_1","12981_1","sexual","female","male",27,30,1
"58","1_1","12982_1","sexual","female","male",27,30,1
"59","1_1","12983_1","sexual","female","male",27,40,1
"60","1_1","12984_1","sexual","female","male",27,40,1
"61","1_1","12985_1","sexual","female","male",27,35,1
"62","1_1","12986_1","sexual","female","male",27,50,1
"63","1_1","12987_1","sexual","female","male",27,50,1
"64","1_1","12988_1","sexual","female","male",27,45,1
"65","1_1","12989_1","sexual","female","male",27,42,1
"66","2_1","107_1","social","female","female",23,23,1
"67","2_1","499_1","social","female","female",25,26,1
"68","2_1","1092_1","social","female","male",23,24,1
"69","2_1","1092_1","social","female","male",24,25,1
"70","2_1","1092_1","social","female","male",25,26,1
"71","2_1","1145_1","social","female","male",24,40,1
"72","2_1","1145_1","social","female","male",25,41,1
"73","2_1","1147_1","social","female","female",23,42,1
"74","2_1","1147_1","social","female","female",24,43,1
"75","2_1","1147_1","social","female","female",25,44,1
"76","2_1","1147_1","social","female","female",26,45,1
"77","2_1","1166_1","social","female","male",23,43,1
"78","2_1","1166_1","social","female","male",24,44,1
"79","2_1","1166_1","social","female","male",25,45,1
"80","2_1","1166_1","social","female","male",26,46,1
"81","2_1","4050_1","social","female","male",23,32,1
"82","2_1","4050_1","sexual","female","male",23,32,1
"83","2_1","4051_1","social","female","female",23,19,1
"84","2_1","4052_1","social","female","female",23,36,1
"85","2_1","4052_1","social","female","female",25,38,1
"86","2_1","4053_1","social","female","female",23,77,1
"87","2_1","4053_1","social","female","female",24,78,1
"88","2_1","4053_1","social","female","female",25,79,1
"89","2_1","4054_1","social","female","male",23,40,1
"90","2_1","4054_1","sexual","female","male",23,40,1
"91","2_1","4054_1","social","female","male",25,42,1
"92","2_1","4058_1","social","female","male",24,1,1
"93","2_1","4058_1","social","female","male",25,2,1
"94","2_1","4058_1","social","female","male",26,3,1
"95","2_1","4060_1","social","female","male",24,32,1
"96","2_1","4060_1","sexual","female","male",24,32,1
"97","2_1","4061_1","social","female","male",24,39,1
"98","2_1","4061_1","sexual","female","male",24,39,1
"99","2_1","5404_1","social","female","male",25,27,1
"100","2_1","5404_1","sexual","female","male",25,27,1
"101","2_1","5404_1","social","female","male",26,29,1
"102","2_1","5404_1","sexual","female","male",26,29,1
"103","2_1","5405_1","social","female","male",25,0,1
"104","2_1","5405_1","social","female","male",26,2,1
"105","2_1","5406_1","social","female","female",25,30,1
"106","2_1","5407_1","social","female","male",25,38,1
"107","2_1","5408_1","social","female","female",25,8,1
"108","2_1","5409_1","social","female","female",25,6,1
"109","2_1","5410_1","social","female","male",25,1,1
"110","2_1","5411_1","social","female","male",25,25,1
"111","2_1","5513_1","social","female","male",26,37,1
"112","2_1","5513_1","sexual","female","male",26,37,1
"113","2_1","5514_1","social","female","female",26,32,1
"114","2_1","12202_1","sexual","female","male",23,40,1
"115","2_1","13228_1","sexual","female","male",26,-9,1
"116","4054_1","4055_1","sexual","male","female",42,-9,1
"117","3_1","94_1","social","male","female",NA,33,1
"118","3_1","94_1","sexual","male","female",NA,33,1
"119","3_1","94_1","sexual","male","female",NA,34,1
"120","3_1","3209_1","social","male","female",NA,68,1
"121","3_1","3209_1","sexual","male","female",NA,68,1
"122","3_1","3210_1","social","male","male",NA,22,1
"123","3_1","11556_1","social","male","male",NA,30,1
"124","4_1","288_1","social","female","female",29,36,1
"125","4_1","1182_1","social","female","female",29,61,1
"126","4_1","1182_1","social","female","female",30,62,1
"127","4_1","1182_1","social","female","female",31,63,1
"128","4_1","1182_1","social","female","female",32,63,1
"129","4_1","1198_1","social","female","male",29,30,1
"130","4_1","1198_1","sexual","female","male",29,30,1
"131","4_1","1198_1","social","female","male",30,31,1
"132","4_1","1198_1","sexual","female","male",30,31,1
"133","4_1","1198_1","social","female","male",31,32,1
"134","4_1","1198_1","sexual","female","male",31,32,1
"135","4_1","1198_1","social","female","male",32,32,1
"136","4_1","1198_1","sexual","female","male",32,32,1
"137","4_1","1256_1","social","female","male",29,64,1
"138","4_1","1256_1","social","female","male",30,65,1
"139","4_1","1256_1","social","female","male",31,66,1
"140","4_1","1256_1","social","female","male",32,66,1
"141","4_1","2150_1","social","female","male",29,32,1
"142","4_1","2150_1","sexual","female","male",29,32,1
"143","4_1","2151_1","social","female","female",29,29,1
"144","4_1","2152_1","social","female","male",30,65,1
"145","4_1","4698_1","social","female","female",32,58,1
"146","5_1","41_1","social","female","female",30,29,1
"147","5_1","51_1","sexual","male","female",34,28,1
"148","5_1","58_1","social","male","female",34,22,1
"149","5_1","58_1","sexual","male","female",34,22,1
"150","5_1","64_1","sexual","male","female",33,30,1
"151","5_1","77_1","sexual","male","female",34,33,1
"152","5_1","151_1","sexual","male","female",33,35,1
"153","5_1","151_1","social","male","female",34,36,1
"154","5_1","151_1","sexual","male","female",34,36,1
"155","5_1","155_1","sexual","male","female",34,21,1
"156","5_1","170_1","sexual","male","female",36,22,1
"157","5_1","192_1","sexual","male","female",33,31,1
"158","5_1","236_1","sexual","male","female",34,27,1
"159","5_1","259_1","sexual","male","female",33,23,1
"160","5_1","262_1","social","male","female",36,26,1
"161","5_1","262_1","sexual","male","female",36,26,1
"162","5_1","330_1","sexual","male","female",34,33,1
"163","5_1","337_1","sexual","male","female",34,29,1
"164","5_1","421_1","sexual","male","female",33,31,1
"165","5_1","422_1","social","male","male",33,20,1
"166","5_1","1043_1","sexual","male","female",33,48,1
"167","5_1","5103_1","social","male","female",36,40,1
"168","5_1","5103_1","sexual","male","female",36,40,1
"169","5_1","5479_1","social","male","female",37,35,1
"170","5_1","5479_1","sexual","male","female",37,35,1
"171","5_1","5480_1","social","male","female",37,24,1
"172","5_1","5481_1","social","male","female",37,58,1
"173","5_1","5741_1","social","male","male",37,64,1
"174","5_1","10024_1","sexual","male","female",33,31,1
"175","5_1","12990_1","sexual","male","female",36,38,1
"176","5_1","12991_1","sexual","male","female",36,34,1
"177","5_1","12992_1","sexual","male","female",36,24,1
"178","5_1","13188_1","sexual","male","female",37,23,1
"179","5_1","13189_1","sexual","male","female",37,24,1
"180","5_1","13190_1","sexual","male","female",37,22,1
"181","5_1","13191_1","social","male","female",37,23,1
"182","64_1","268_1","social","female","male",30,36,1
"183","64_1","10019_1","social","female","female",30,29,1
"184","64_1","10061_1","social","female","female",30,30,1
"185","151_1","41_1","social","female","female",35,29,1
"186","151_1","268_1","social","female","male",35,36,1
"187","151_1","292_1","social","female","male",35,45,1
"188","151_1","10019_1","social","female","female",35,29,1
"189","151_1","10061_1","social","female","female",35,30,1
"190","421_1","41_1","social","female","female",31,29,1
"191","421_1","10019_1","social","female","female",31,29,1
"192","421_1","10061_1","social","female","female",31,30,1
"193","422_1","41_1","social","male","female",20,29,1
"194","422_1","268_1","social","male","male",20,36,1
"195","422_1","10019_1","social","male","female",20,29,1
"196","10024_1","41_1","social","female","female",31,29,1
"197","10024_1","10019_1","social","female","female",31,29,1
"198","10024_1","10061_1","social","female","female",31,30,1
"199","6_1","3521_1","social","male","male",59,40,1
"200","6_1","3522_1","social","male","female",59,25,1
"201","6_1","3523_1","social","male","male",59,55,1
"202","6_1","3524_1","social","male","male",59,65,1
"203","6_1","3525_1","social","male","male",59,28,1
"204","6_1","11781_1","social","male","female",59,25,1
"205","6_1","11782_1","social","male","female",59,35,1
"206","6_1","11783_1","social","male","female",59,38,1
"207","7_1","1613_1","social","male","male",25,27,1
"208","7_1","1614_1","social","male","male",25,24,1
"209","7_1","1615_1","social","male","female",25,30,1
"210","7_1","1616_1","social","male","female",25,26,1
"211","7_1","1617_1","social","male","male",25,30,1
"212","7_1","1618_1","social","male","female",25,35,1
"213","7_1","1619_1","social","male","female",25,30,1
"214","7_1","1619_1","sexual","male","female",25,30,1
"215","8_1","713_1","social","male","female",42,30,1
"216","8_1","828_1","social","male","female",42,30,1
"217","8_1","958_1","social","male","female",42,27,1
"218","8_1","1390_1","social","male","male",42,25,1
"219","8_1","1391_1","social","male","female",42,30,1
"220","8_1","1391_1","sexual","male","female",42,30,1
"221","8_1","1392_1","sexual","male","female",42,42,1
"222","8_1","1393_1","social","male","male",42,27,1
"223","8_1","10195_1","social","male","female",42,35,1
"224","8_1","10196_1","social","male","male",42,31,1
"225","8_1","10197_1","social","male","male",42,31,1
"226","8_1","10198_1","social","male","male",42,23,1
"227","8_1","10199_1","social","male","female",42,25,1
"228","9_1","295_1","social","female","male",26,39,1
"229","9_1","328_1","social","female","male",26,23,1
"230","9_1","328_1","sexual","female","male",26,23,1
"231","9_1","742_1","social","female","male",26,26,1
"232","9_1","742_1","social","female","male",28,28,1
"233","9_1","1029_1","social","female","female",26,57,1
"234","9_1","1029_1","social","female","female",28,59,1
"235","9_1","1029_1","social","female","female",29,60,1
"236","9_1","1029_1","social","female","female",30,61,1
"237","9_1","1074_1","social","female","male",27,37,1
"238","9_1","1074_1","social","female","male",28,38,1
"239","9_1","1074_1","sexual","female","male",28,38,1
"240","9_1","1097_1","social","female","male",26,48,1
"241","9_1","1097_1","social","female","male",28,49,1
"242","9_1","1097_1","social","female","male",29,50,1
"243","9_1","1097_1","social","female","male",30,51,1
"244","9_1","1116_1","social","female","male",27,33,1
"245","9_1","1116_1","sexual","female","male",27,33,1
"246","9_1","1116_1","social","female","male",28,34,1
"247","9_1","1116_1","sexual","female","male",28,34,1
"248","9_1","1217_1","social","female","male",26,37,1
"249","9_1","1217_1","sexual","female","male",26,37,1
"250","9_1","1217_1","social","female","male",27,38,1
"251","9_1","1217_1","sexual","female","male",27,38,1
"252","9_1","1217_1","social","female","male",28,39,1
"253","9_1","1217_1","sexual","female","male",28,39,1
"254","9_1","1217_1","social","female","male",29,40,1
"255","9_1","1217_1","sexual","female","male",29,40,1
"256","9_1","1246_1","social","female","male",26,26,1
"257","9_1","1246_1","social","female","male",27,27,1
"258","9_1","1246_1","social","female","male",28,28,1
"259","9_1","1246_1","social","female","male",29,29,1
"260","9_1","1246_1","sexual","female","male",29,29,1
"261","9_1","1257_1","social","female","male",26,29,1
"262","9_1","1257_1","sexual","female","male",26,29,1
"263","9_1","1257_1","social","female","male",27,29,1
"264","9_1","1257_1","sexual","female","male",27,29,1
"265","9_1","1258_1","social","female","male",27,39,1
"266","9_1","1258_1","social","female","male",28,40,1
"267","9_1","2925_1","social","female","male",26,26,1
"268","9_1","2925_1","sexual","female","male",26,26,1
"269","9_1","2926_1","social","female","female",26,29,1
"270","9_1","2927_1","social","female","male",26,20,1
"271","9_1","2927_1","social","female","male",29,23,1
"272","9_1","2928_1","social","female","male",26,30,1
"273","9_1","2928_1","sexual","female","male",26,30,1
"274","9_1","2929_1","social","female","male",27,29,1
"275","9_1","2929_1","sexual","female","male",27,29,1
"276","9_1","2930_1","sexual","female","male",27,30,1
"277","9_1","2931_1","social","female","male",27,35,1
"278","9_1","2932_1","social","female","male",27,25,1
"279","9_1","2932_1","social","female","male",29,27,1
"280","9_1","2933_1","social","female","female",27,25,1
"281","9_1","2934_1","social","female","male",28,39,1
"282","9_1","2934_1","sexual","female","male",28,39,1
"283","9_1","2934_1","social","female","male",29,40,1
"284","9_1","2934_1","sexual","female","male",29,40,1
"285","9_1","2934_1","social","female","male",30,41,1
"286","9_1","2934_1","sexual","female","male",30,41,1
"287","9_1","2935_1","sexual","female","male",28,35,1
"288","9_1","2936_1","social","female","male",28,29,1
"289","9_1","2936_1","sexual","female","male",28,29,1
"290","9_1","2937_1","social","female","male",28,28,1
"291","9_1","2938_1","social","female","male",28,28,1
"292","9_1","2939_1","social","female","male",28,50,1
"293","9_1","4948_1","social","female","male",29,39,1
"294","9_1","4948_1","sexual","female","male",29,39,1
"295","9_1","4949_1","social","female","male",29,29,1
"296","9_1","4949_1","sexual","female","male",29,29,1
"297","9_1","4949_1","social","female","male",30,29,1
"298","9_1","4949_1","sexual","female","male",30,29,1
"299","9_1","4950_1","social","female","male",29,35,1
"300","9_1","4950_1","sexual","female","male",29,35,1
"301","9_1","4950_1","social","female","male",30,35,1
"302","9_1","4950_1","sexual","female","male",30,35,1
"303","9_1","4951_1","social","female","female",29,27,1
"304","9_1","4951_1","social","female","female",30,27,1
"305","9_1","4952_1","social","female","male",29,40,1
"306","9_1","4953_1","social","female","male",29,27,1
"307","9_1","4953_1","sexual","female","male",29,27,1
"308","9_1","5515_1","social","female","male",30,38,1
"309","9_1","5515_1","sexual","female","male",30,38,1
"310","9_1","5516_1","social","female","female",30,40,1
"311","9_1","5517_1","social","female","male",30,40,1
"312","9_1","5517_1","sexual","female","male",30,40,1
"313","9_1","11360_1","social","female","male",26,28,1
"314","9_1","11360_1","sexual","female","male",26,28,1
"315","9_1","11361_1","social","female","male",27,45,1
"316","9_1","11361_1","sexual","female","male",27,45,1
"317","9_1","11362_1","sexual","female","male",28,24,1
"318","9_1","11362_1","sexual","female","male",29,25,1
"319","9_1","12826_1","sexual","female","male",29,29,1
"320","9_1","13229_1","social","female","female",30,43,1
"321","13229_1","13230_1","social","female","male",43,-9,1
"322","13229_1","13230_1","sexual","female","male",43,-9,1
"323","10_1","41_1","social","female","female",28,29,1
"324","10_1","60_1","social","female","female",28,26,1
"325","10_1","204_1","social","female","male",31,36,1
"326","10_1","230_1","social","female","male",28,48,1
"327","10_1","230_1","social","female","male",29,49,1
"328","10_1","236_1","social","female","female",29,27,1
"329","10_1","260_1","social","female","male",28,57,1
"330","10_1","260_1","sexual","female","male",28,57,1
"331","10_1","268_1","social","female","male",30,38,1
"332","10_1","268_1","social","female","male",31,39,1
"333","10_1","271_1","social","female","male",28,31,1
"334","10_1","283_1","social","female","female",28,18,1
"335","10_1","285_1","social","female","male",28,36,1
"336","10_1","303_1","social","female","male",29,64,1
"337","10_1","303_1","sexual","female","male",29,64,1
"338","10_1","303_1","social","female","male",30,65,1
"339","10_1","337_1","social","female","female",29,29,1
"340","10_1","352_1","social","female","female",31,30,1
"341","10_1","556_1","social","female","male",30,39,1
"342","10_1","556_1","sexual","female","male",30,39,1
"343","10_1","957_1","social","female","male",28,35,1
"344","10_1","1114_1","social","female","female",28,54,1
"345","10_1","1114_1","social","female","female",30,56,1
"346","10_1","1114_1","social","female","female",31,57,1
"347","10_1","1424_1","social","female","male",28,57,1
"348","10_1","1424_1","social","female","male",31,59,1
"349","10_1","1425_1","social","female","male",28,33,1
"350","10_1","1426_1","sexual","female","male",29,18,1
"351","10_1","1427_1","social","female","female",30,28,1
"352","10_1","1428_1","social","female","female",30,36,1
"353","10_1","1429_1","social","female","male",30,41,1
"354","10_1","1642_1","social","female","male",31,39,1
"355","10_1","2021_1","social","female","male",31,29,1
"356","10_1","2021_1","sexual","female","male",31,29,1
"357","10_1","2022_1","social","female","male",31,28,1
"358","10_1","4414_1","social","female","female",31,68,1
"359","10_1","4415_1","social","female","male",31,72,1
"360","10_1","4416_1","social","female","male",31,28,1
"361","10_1","4417_1","social","female","female",31,47,1
"362","10_1","4418_1","social","female","female",31,30,1
"363","10_1","10008_1","social","female","male",29,29,1
"364","10_1","10009_1","social","female","female",29,25,1
"365","10_1","10216_1","social","female","male",28,33,1
"366","10_1","10217_1","social","female","female",29,29,1
"367","10_1","10218_1","social","female","male",29,30,1
"368","10_1","10218_1","sexual","female","male",29,30,1
"369","10_1","10219_1","social","female","male",29,28,1
"370","10_1","10220_1","social","female","male",29,30,1
"371","10_1","10220_1","sexual","female","male",29,30,1
"372","10_1","10221_1","social","female","male",29,31,1
"373","10_1","10221_1","sexual","female","male",29,31,1
"374","10_1","10223_1","social","female","male",29,30,1
"375","10_1","10224_1","sexual","female","male",29,36,1
"376","10_1","10225_1","social","female","female",30,33,1
"377","10_1","12371_1","social","female","female",31,28,1
"378","11_1","3303_1","social","male","female",24,34,1
"379","11_1","3303_1","sexual","male","female",24,34,1
"380","11_1","3304_1","social","male","male",24,22,1
"381","11_1","11615_1","sexual","male","female",24,27,1
"382","11_1","11616_1","sexual","male","female",24,19,1
"383","11_1","11617_1","sexual","male","female",24,22,1
"384","11_1","11618_1","sexual","male","female",24,30,1
"385","11_1","11619_1","sexual","male","female",24,28,1
"386","12_1","94_1","sexual","male","female",37,34,1
"387","12_1","1255_1","social","male","female",37,39,1
"388","12_1","1255_1","sexual","male","female",37,39,1
"389","12_1","1255_1","social","male","female",38,40,1
"390","12_1","1255_1","sexual","male","female",38,40,1
"391","12_1","3211_1","social","male","female",37,67,1
"392","12_1","3212_1","social","male","male",37,36,1
"393","12_1","3213_1","social","male","male",37,40,1
"394","12_1","3214_1","social","male","male",37,42,1
"395","12_1","11557_1","social","male","female",38,18,1
"396","13_1","88_1","social","female","male",33,31,1
"397","13_1","88_1","sexual","female","male",33,31,1
"398","13_1","88_1","social","female","male",34,32,1
"399","13_1","88_1","sexual","female","male",34,32,1
"400","13_1","133_1","social","female","female",33,32,1
"401","13_1","133_1","social","female","female",34,33,1
"402","13_1","149_1","social","female","male",33,38,1
"403","13_1","149_1","social","female","male",34,39,1
"404","13_1","263_1","social","female","male",33,36,1
"405","13_1","263_1","sexual","female","male",33,36,1
"406","13_1","263_1","social","female","male",34,37,1
"407","13_1","263_1","sexual","female","male",34,37,1
"408","13_1","263_1","social","female","male",35,38,1
"409","13_1","263_1","sexual","female","male",35,38,1
"410","13_1","264_1","social","female","female",33,33,1
"411","13_1","278_1","social","female","female",33,40,1
"412","13_1","278_1","sexual","female","female",33,40,1
"413","13_1","295_1","social","female","male",33,39,1
"414","13_1","295_1","social","female","male",34,40,1
"415","13_1","299_1","social","female","female",33,39,1
"416","13_1","299_1","sexual","female","female",33,39,1
"417","13_1","308_1","social","female","female",34,34,1
"418","13_1","308_1","sexual","female","female",34,34,1
"419","13_1","476_1","social","female","male",33,36,1
"420","13_1","932_1","social","female","female",35,27,1
"421","13_1","1099_1","social","female","female",34,60,1
"422","13_1","1205_1","social","female","female",34,30,1
"423","13_1","1205_1","social","female","female",35,31,1
"424","13_1","2391_1","social","female","male",33,38,1
"425","13_1","2392_1","social","female","male",33,34,1
"426","13_1","2393_1","social","female","male",35,27,1
"427","13_1","2395_1","social","female","male",35,31,1
"428","13_1","10963_1","social","female","male",33,39,1
"429","13_1","10964_1","social","female","male",33,24,1
"430","13_1","10965_1","social","female","female",33,24,1
"431","13_1","10966_1","social","female","male",33,32,1
"432","13_1","10967_1","social","female","female",35,25,1
"433","13_1","10968_1","social","female","female",35,26,1
"434","14_1","288_1","social","female","female",29,35,1
"435","14_1","363_1","social","female","male",29,47,1
"436","14_1","394_1","social","female","male",29,37,1
"437","14_1","460_1","social","female","male",29,43,1
"438","14_1","878_1","social","female","female",31,38,1
"439","14_1","2806_1","social","female","female",29,31,1
"440","14_1","2807_1","social","female","female",29,40,1
"441","14_1","2808_1","social","female","female",31,38,1
"442","14_1","2808_1","sexual","female","female",31,38,1
"443","14_1","2808_1","social","female","female",32,39,1
"444","14_1","2808_1","sexual","female","female",32,39,1
"445","14_1","2809_1","social","female","female",31,9,1
"446","14_1","2810_1","social","female","female",31,7,1
"447","14_1","4925_1","social","female","female",32,70,1
"448","14_1","11298_1","social","female","male",29,26,1
"449","14_1","11299_1","social","female","male",29,28,1
"450","15_1","2179_1","social","male","female",56,30,1
"451","15_1","2179_1","sexual","male","female",56,30,1
"452","16_1","21_1","social","female","female",24,22,1
"453","16_1","135_1","social","female","male",26,47,1
"454","16_1","135_1","sexual","female","male",26,47,1
"455","16_1","161_1","social","female","female",24,39,1
"456","16_1","202_1","social","female","female",26,27,1
"457","16_1","206_1","social","female","female",24,22,1
"458","16_1","266_1","social","female","female",26,28,1
"459","16_1","270_1","social","female","female",24,32,1
"460","16_1","283_1","social","female","female",26,19,1
"461","16_1","285_1","social","female","male",24,36,1
"462","16_1","285_1","sexual","female","male",24,36,1
"463","16_1","287_1","social","female","male",24,53,1
"464","16_1","287_1","sexual","female","male",24,53,1
"465","16_1","287_1","sexual","female","male",26,55,1
"466","16_1","306_1","social","female","male",26,27,1
"467","16_1","306_1","sexual","female","male",26,27,1
"468","16_1","311_1","social","female","male",24,32,1
"469","16_1","493_1","social","female","female",26,24,1
"470","16_1","618_1","social","female","female",26,26,1
"471","16_1","876_1","social","female","female",26,30,1
"472","16_1","974_1","social","female","female",24,25,1
"473","16_1","976_1","social","female","female",24,35,1
"474","16_1","986_1","social","female","male",26,22,1
"475","16_1","986_1","sexual","female","male",26,22,1
"476","16_1","1070_1","social","female","female",26,18,1
"477","16_1","2992_1","social","female","male",24,35,1
"478","16_1","2992_1","sexual","female","male",24,35,1
"479","16_1","2993_1","social","female","female",24,26,1
"480","16_1","2994_1","social","female","male",26,25,1
"481","16_1","2994_1","sexual","female","male",26,25,1
"482","16_1","2995_1","social","female","female",26,30,1
"483","16_1","4970_1","social","female","female",27,35,1
"484","16_1","4971_1","social","female","male",27,40,1
"485","16_1","4971_1","sexual","female","male",27,40,1
"486","16_1","4972_1","social","female","male",27,29,1
"487","16_1","4972_1","sexual","female","male",27,29,1
"488","16_1","10016_1","social","female","male",24,40,1
"489","16_1","11381_1","sexual","female","male",24,30,1
"490","16_1","11383_1","social","female","male",26,24,1
"491","16_1","11383_1","sexual","female","male",26,24,1
"492","16_1","11384_1","sexual","female","male",26,25,1
"493","16_1","11385_1","social","female","male",26,25,1
"494","16_1","11385_1","sexual","female","male",26,25,1
"495","16_1","11386_1","social","female","male",26,18,1
"496","16_1","11386_1","sexual","female","male",26,18,1
"497","16_1","11387_1","social","female","male",26,30,1
"498","16_1","11387_1","sexual","female","male",26,30,1
"499","17_1","167_1","social","female","male",22,44,1
"500","17_1","167_1","sexual","female","male",22,44,1
"501","17_1","259_1","social","female","female",22,23,1
"502","17_1","259_1","sexual","female","female",22,23,1
"503","17_1","537_1","social","female","female",22,25,1
"504","17_1","537_1","sexual","female","female",22,25,1
"505","17_1","2620_1","social","female","male",22,25,1
"506","17_1","2620_1","sexual","female","male",22,25,1
"507","17_1","2621_1","social","female","male",22,25,1
"508","17_1","2621_1","sexual","female","male",22,25,1
"509","17_1","2622_1","social","female","male",22,34,1
"510","17_1","2622_1","sexual","female","male",22,34,1
"511","17_1","2623_1","social","female","male",22,27,1
"512","17_1","2623_1","sexual","female","male",22,27,1
"513","17_1","2624_1","social","female","male",22,34,1
"514","17_1","2624_1","sexual","female","male",22,34,1
"515","17_1","2625_1","social","female","male",22,34,1
"516","17_1","2625_1","sexual","female","male",22,34,1
"517","17_1","2626_1","social","female","male",22,30,1
"518","17_1","2626_1","sexual","female","male",22,30,1
"519","17_1","2627_1","social","female","male",22,27,1
"520","17_1","2627_1","sexual","female","male",22,27,1
"521","17_1","2628_1","social","female","male",22,25,1
"522","17_1","2628_1","sexual","female","male",22,25,1
"523","17_1","2629_1","social","female","male",22,40,1
"524","17_1","2629_1","sexual","female","male",22,40,1
"525","17_1","2630_1","social","female","male",22,32,1
"526","17_1","2630_1","sexual","female","male",22,32,1
"527","17_1","2631_1","social","female","male",22,35,1
"528","17_1","2631_1","sexual","female","male",22,35,1
"529","17_1","2632_1","social","female","male",22,21,1
"530","17_1","2632_1","sexual","female","male",22,21,1
"531","17_1","2639_1","social","female","female",24,1,1
"532","17_1","2640_1","social","female","female",24,1,1
"533","17_1","2641_1","social","female","male",24,7,1
"534","17_1","2642_1","social","female","male",24,35,1
"535","17_1","2642_1","sexual","female","male",24,35,1
"536","17_1","2642_1","social","female","male",25,36,1
"537","17_1","2642_1","sexual","female","male",25,36,1
"538","17_1","2642_1","social","female","male",26,37,1
"539","17_1","2642_1","sexual","female","male",26,37,1
"540","17_1","2643_1","social","female","male",24,33,1
"541","17_1","2644_1","social","female","female",24,27,1
"542","17_1","2645_1","social","female","male",24,34,1
"543","17_1","11176_1","social","female","male",22,31,1
"544","17_1","11176_1","sexual","female","male",22,31,1
"545","17_1","11177_1","social","female","male",22,26,1
"546","17_1","11177_1","sexual","female","male",22,26,1
"547","17_1","11178_1","social","female","male",22,27,1
"548","17_1","11178_1","sexual","female","male",22,27,1
"549","18_1","10922_1","social","male","female",22,19,1
"550","18_1","10922_1","sexual","male","female",22,19,1
"551","18_1","10923_1","social","male","female",22,28,1
"552","18_1","10923_1","sexual","male","female",22,28,1
"553","18_1","10924_1","social","male","male",22,35,1
"554","18_1","10925_1","social","male","male",22,29,1
"555","18_1","10926_1","social","male","male",22,26,1
"556","19_1","142_1","sexual","male","female",39,18,1
"557","19_1","152_1","sexual","male","female",39,39,1
"558","19_1","282_1","sexual","male","female",39,27,1
"559","19_1","4017_1","social","male","female",39,42,1
"560","19_1","4017_1","sexual","male","female",39,42,1
"561","19_1","4018_1","social","male","female",39,17,1
"562","19_1","4019_1","social","male","female",39,16,1
"563","19_1","4020_1","social","male","male",39,6,1
"564","19_1","11528_1","sexual","male","female",39,22,1
"565","20_1","261_1","social","female","female",29,29,1
"566","20_1","765_1","social","female","female",29,30,1
"567","20_1","1347_1","social","female","male",27,25,1
"568","20_1","1347_1","sexual","female","male",27,25,1
"569","20_1","1348_1","social","female","female",27,24,1
"570","20_1","1349_1","social","female","female",29,27,1
