"","ID1","ID2","TIETYPE","SEX1","SEX2","AGE1","AGE2","STUDYNUM"
"8937","530_1","2038_1","social","female","female",16,17,1
"8938","530_1","2039_1","social","female","male",16,20,1
"8939","530_1","2040_1","social","female","female",16,20,1
"8940","530_1","2041_1","social","female","male",16,20,1
"8941","530_1","2042_1","social","female","female",16,14,1
"8942","530_1","2043_1","social","female","male",16,22,1
"8943","530_1","2044_1","social","female","female",16,41,1
"8944","530_1","2045_1","social","female","male",16,41,1
"8945","530_1","2046_1","social","female","female",16,17,1
"8946","530_1","10726_1","social","female","male",16,23,1
"8947","531_1","532_1","social","female","male",41,51,1
"8948","531_1","532_1","sexual","female","male",41,51,1
"8949","531_1","532_1","social","female","male",42,52,1
"8950","531_1","532_1","sexual","female","male",42,52,1
"8951","531_1","915_1","social","female","male",41,40,1
"8952","531_1","4209_1","social","female","female",41,8,1
"8953","531_1","4209_1","social","female","female",42,9,1
"8954","531_1","4236_1","social","female","male",41,12,1
"8955","531_1","4236_1","social","female","male",42,13,1
"8956","531_1","4237_1","social","female","female",42,70,1
"8957","532_1","529_1","social","male","male",50,50,1
"8958","532_1","531_1","social","male","female",50,40,1
"8959","532_1","531_1","sexual","male","female",50,40,1
"8960","532_1","531_1","social","male","female",51,41,1
"8961","532_1","531_1","sexual","male","female",51,41,1
"8962","532_1","2662_1","social","male","female",50,35,1
"8963","532_1","2663_1","social","male","male",50,50,1
"8964","532_1","4237_1","social","male","female",51,70,1
"8965","532_1","4859_1","social","male","male",51,43,1
"8966","532_1","4860_1","social","male","female",51,45,1
"8967","532_1","4861_1","social","male","male",51,20,1
"8968","532_1","12772_1","social","male","female",51,22,1
"8969","532_1","12773_1","social","male","male",51,21,1
"8970","532_1","12774_1","social","male","female",51,23,1
"8971","534_1","725_1","social","female","male",24,36,1
"8972","534_1","725_1","sexual","female","male",24,36,1
"8973","534_1","3791_1","social","female","male",24,25,1
"8974","534_1","3791_1","sexual","female","male",24,25,1
"8975","534_1","3792_1","social","female","male",24,24,1
"8976","534_1","3792_1","sexual","female","male",24,24,1
"8977","534_1","3793_1","social","female","male",24,42,1
"8978","534_1","3793_1","sexual","female","male",24,42,1
"8979","535_1","2781_1","social","female","male",17,17,1
"8980","535_1","2781_1","sexual","female","male",17,17,1
"8981","535_1","2782_1","social","female","male",17,20,1
"8982","535_1","2782_1","sexual","female","male",17,20,1
"8983","535_1","2783_1","social","female","male",17,18,1
"8984","535_1","2783_1","sexual","female","male",17,18,1
"8985","535_1","2784_1","social","female","male",17,18,1
"8986","535_1","2784_1","sexual","female","male",17,18,1
"8987","535_1","2785_1","social","female","male",17,18,1
"8988","535_1","2785_1","sexual","female","male",17,18,1
"8989","535_1","2786_1","social","female","female",17,17,1
"8990","535_1","2787_1","social","female","male",17,18,1
"8991","535_1","2788_1","social","female","male",17,18,1
"8992","535_1","2789_1","social","female","male",17,17,1
"8993","535_1","2790_1","social","female","female",17,41,1
"8994","535_1","2790_1","social","female","female",18,42,1
"8995","535_1","2791_1","social","female","male",17,39,1
"8996","535_1","2791_1","social","female","male",18,40,1
"8997","535_1","2792_1","social","female","male",17,14,1
"8998","535_1","2792_1","social","female","male",18,15,1
"8999","535_1","2793_1","social","female","female",17,17,1
"9000","535_1","2794_1","social","female","female",17,17,1
"9001","535_1","4921_1","social","female","male",18,18,1
"9002","535_1","4921_1","sexual","female","male",18,18,1
"9003","535_1","4922_1","social","female","female",18,40,1
"9004","535_1","4923_1","social","female","female",18,11,1
"9005","535_1","4924_1","social","female","female",18,15,1
"9006","535_1","11288_1","social","female","male",17,25,1
"9007","536_1","16_1","social","male","female",40,26,1
"9008","536_1","152_1","social","male","female",40,41,1
"9009","536_1","729_1","social","male","male",40,36,1
"9010","536_1","846_1","social","male","female",40,40,1
"9011","536_1","846_1","sexual","male","female",40,40,1
"9012","536_1","966_1","social","male","male",40,33,1
"9013","536_1","2712_1","social","male","male",40,26,1
"9014","536_1","2713_1","social","male","male",40,26,1
"9015","536_1","10080_1","social","male","female",40,21,1
"9016","538_1","11995_1","sexual","male","female",28,21,1
"9017","538_1","11996_1","sexual","male","female",28,21,1
"9018","538_1","11997_1","sexual","male","female",28,20,1
"9019","538_1","11998_1","sexual","male","female",28,28,1
"9020","538_1","11999_1","sexual","male","female",28,31,1
"9021","539_1","713_1","social","male","female",26,31,1
"9022","539_1","713_1","sexual","male","female",26,31,1
"9023","539_1","3696_1","social","male","female",26,20,1
"9024","539_1","3696_1","sexual","male","female",26,20,1
"9025","539_1","3697_1","social","male","male",26,28,1
"9026","539_1","3698_1","social","male","female",26,31,1
"9027","539_1","3699_1","social","male","male",26,26,1
"9028","539_1","3700_1","social","male","male",26,27,1
"9029","539_1","3701_1","social","male","female",26,20,1
"9030","539_1","3702_1","social","male","male",26,24,1
"9031","539_1","3703_1","social","male","male",26,20,1
"9032","539_1","3704_1","social","male","male",26,24,1
"9033","539_1","3706_1","social","male","male",26,38,1
"9034","540_1","162_1","social","male","female",38,28,1
"9035","540_1","507_1","social","male","female",37,47,1
"9036","540_1","507_1","sexual","male","female",37,47,1
"9037","540_1","507_1","sexual","male","female",38,48,1
"9038","540_1","1237_1","social","male","male",37,38,1
"9039","540_1","1237_1","social","male","male",38,39,1
"9040","540_1","1513_1","social","male","male",38,21,1
"9041","540_1","1604_1","social","male","female",37,58,1
"9042","540_1","1604_1","social","male","female",38,59,1
"9043","540_1","1605_1","social","male","female",37,34,1
"9044","540_1","1605_1","sexual","male","female",37,34,1
"9045","540_1","1606_1","social","male","male",37,37,1
"9046","540_1","1607_1","social","male","male",37,25,1
"9047","540_1","4476_1","social","male","male",38,46,1
"9048","540_1","10383_1","social","male","male",37,38,1
"9049","541_1","1223_1","social","male","female",24,19,1
"9050","541_1","1223_1","sexual","male","female",24,19,1
"9051","541_1","2996_1","social","male","female",24,19,1
"9052","541_1","2996_1","sexual","male","female",24,19,1
"9053","541_1","2997_1","social","male","female",24,20,1
"9054","541_1","2997_1","sexual","male","female",24,20,1
"9055","541_1","2998_1","social","male","female",24,18,1
"9056","541_1","2998_1","sexual","male","female",24,18,1
"9057","541_1","2999_1","social","male","female",24,25,1
"9058","541_1","2999_1","sexual","male","female",24,25,1
"9059","541_1","3000_1","social","male","female",24,18,1
"9060","541_1","3000_1","sexual","male","female",24,18,1
"9061","541_1","3001_1","social","male","female",24,25,1
"9062","541_1","3001_1","sexual","male","female",24,25,1
"9063","541_1","3002_1","social","male","female",24,26,1
"9064","541_1","3002_1","sexual","male","female",24,26,1
"9065","541_1","3003_1","social","male","male",24,24,1
"9066","541_1","3004_1","social","male","male",24,32,1
"9067","541_1","3005_1","social","male","male",24,23,1
"9068","541_1","3006_1","social","male","male",24,26,1
"9069","541_1","3007_1","social","male","male",24,19,1
"9070","541_1","3008_1","social","male","male",24,28,1
"9071","541_1","3009_1","social","male","female",24,24,1
"9072","541_1","3009_1","sexual","male","female",24,24,1
"9073","541_1","3010_1","social","male","female",24,22,1
"9074","541_1","3010_1","sexual","male","female",24,22,1
"9075","541_1","3011_1","social","male","female",24,48,1
"9076","541_1","3011_1","sexual","male","female",24,48,1
"9077","541_1","11389_1","social","male","female",24,28,1
"9078","541_1","11389_1","sexual","male","female",24,28,1
"9079","541_1","11390_1","social","male","male",24,24,1
"9080","541_1","11391_1","social","male","female",24,25,1
"9081","541_1","11391_1","sexual","male","female",24,25,1
"9082","542_1","375_1","social","female","male",21,30,1
"9083","542_1","533_1","social","female","male",21,26,1
"9084","542_1","533_1","sexual","female","male",21,26,1
"9085","542_1","766_1","social","female","female",21,28,1
"9086","542_1","905_1","social","female","female",21,31,1
"9087","542_1","2419_1","social","female","male",21,27,1
"9088","542_1","2419_1","sexual","female","male",21,27,1
"9089","542_1","2420_1","social","female","male",21,19,1
"9090","542_1","2420_1","sexual","female","male",21,19,1
"9091","542_1","2421_1","social","female","male",21,26,1
"9092","542_1","2421_1","sexual","female","male",21,26,1
"9093","542_1","4752_1","social","female","female",22,0,1
"9094","542_1","4752_1","social","female","female",23,1,1
"9095","542_1","4753_1","social","female","female",22,5,1
"9096","542_1","4753_1","social","female","female",23,6,1
"9097","542_1","4754_1","social","female","male",22,29,1
"9098","542_1","4754_1","sexual","female","male",22,29,1
"9099","542_1","4754_1","social","female","male",23,30,1
"9100","542_1","4754_1","sexual","female","male",23,30,1
"9101","542_1","5477_1","social","female","male",22,32,1
"9102","542_1","5477_1","sexual","female","male",22,32,1
"9103","542_1","5477_1","social","female","male",23,33,1
"9104","542_1","5477_1","sexual","female","male",23,33,1
"9105","542_1","5478_1","social","female","female",22,31,1
"9106","542_1","5478_1","sexual","female","female",22,31,1
"9107","542_1","5478_1","social","female","female",23,32,1
"9108","547_1","4174_1","social","male","male",23,22,1
"9109","547_1","4175_1","social","male","female",23,22,1
"9110","547_1","4176_1","social","male","female",23,20,1
"9111","547_1","4176_1","sexual","male","female",23,20,1
"9112","547_1","4177_1","social","male","male",23,23,1
"9113","547_1","4178_1","social","male","male",23,24,1
"9114","547_1","4179_1","social","male","female",23,18,1
"9115","547_1","4179_1","sexual","male","female",23,18,1
"9116","547_1","4180_1","social","male","male",23,23,1
"9117","547_1","4181_1","social","male","male",23,30,1
"9118","547_1","4182_1","social","male","male",23,24,1
"9119","547_1","4183_1","social","male","male",23,22,1
"9120","547_1","4184_1","social","male","male",23,23,1
"9121","547_1","4185_1","social","male","male",23,29,1
"9122","547_1","4186_1","social","male","male",23,24,1
"9123","547_1","12293_1","social","male","female",23,18,1
"9124","547_1","12293_1","sexual","male","female",23,18,1
"9125","547_1","12294_1","social","male","female",23,18,1
"9126","547_1","12294_1","sexual","male","female",23,18,1
"9127","548_1","123_1","social","female","male",22,28,1
"9128","548_1","123_1","sexual","female","male",22,28,1
"9129","548_1","1076_1","social","female","female",22,33,1
"9130","548_1","5210_1","social","female","male",22,14,1
"9131","548_1","5211_1","social","female","female",22,10,1
"9132","548_1","5212_1","social","female","male",22,9,1
"9133","548_1","5213_1","social","female","female",22,2,1
"9134","548_1","5214_1","social","female","female",22,0,1
"9135","549_1","1353_1","social","male","female",61,49,1
"9136","549_1","1353_1","sexual","male","female",61,49,1
"9137","549_1","4372_1","social","male","male",62,61,1
"9138","549_1","5699_1","social","male","male",63,63,1
"9139","549_1","10047_1","sexual","male","female",61,36,1
"9140","549_1","10173_1","sexual","male","female",61,28,1
"9141","549_1","12337_1","sexual","male","female",62,30,1
"9142","549_1","13398_1","sexual","male","female",63,36,1
"9143","551_1","920_1","social","female","female",32,27,1
"9144","551_1","920_1","social","female","female",33,28,1
"9145","551_1","920_1","social","female","female",34,29,1
"9146","551_1","2761_1","social","female","male",32,39,1
"9147","551_1","2761_1","sexual","female","male",32,39,1
"9148","551_1","2762_1","sexual","female","male",32,46,1
"9149","551_1","2763_1","sexual","female","male",32,27,1
"9150","551_1","4907_1","social","female","male",33,32,1
"9151","551_1","4907_1","sexual","female","male",33,32,1
"9152","551_1","4907_1","social","female","male",34,33,1
"9153","551_1","4907_1","sexual","female","male",34,33,1
"9154","551_1","5666_1","social","female","female",34,58,1
"9155","551_1","5667_1","social","female","male",34,60,1
"9156","552_1","94_1","social","female","female",36,35,1
"9157","552_1","343_1","social","female","female",36,37,1
"9158","552_1","441_1","social","female","male",36,36,1
"9159","552_1","441_1","sexual","female","male",36,36,1
"9160","552_1","744_1","sexual","female","male",36,54,1
"9161","552_1","939_1","social","female","male",36,33,1
"9162","552_1","939_1","sexual","female","male",36,33,1
"9163","552_1","1125_1","social","female","female",36,43,1
"9164","552_1","1126_1","social","female","male",36,32,1
"9165","552_1","2482_1","social","female","male",36,28,1
"9166","552_1","2482_1","sexual","female","male",36,28,1
"9167","552_1","2483_1","sexual","female","male",36,63,1
"9168","552_1","2484_1","social","female","female",36,34,1
"9169","552_1","2485_1","social","female","male",36,19,1
"9170","552_1","2486_1","social","female","male",36,38,1
"9171","552_1","11056_1","social","female","male",36,33,1
"9172","552_1","11056_1","sexual","female","male",36,33,1
"9173","552_1","11057_1","sexual","female","male",36,63,1
"9174","552_1","11058_1","social","female","male",36,35,1
"9175","552_1","11058_1","sexual","female","male",36,35,1
"9176","552_1","11059_1","social","female","male",36,55,1
"9177","554_1","116_1","social","female","male",18,19,1
"9178","554_1","116_1","sexual","female","male",18,19,1
"9179","554_1","182_1","social","female","male",16,27,1
"9180","554_1","182_1","social","female","male",18,28,1
"9181","554_1","182_1","sexual","female","male",18,28,1
"9182","554_1","313_1","social","female","female",16,39,1
"9183","554_1","622_1","social","female","male",16,19,1
"9184","554_1","769_1","social","female","male",16,22,1
"9185","554_1","840_1","social","female","male",16,31,1
"9186","554_1","949_1","social","female","male",16,34,1
"9187","554_1","949_1","sexual","female","male",16,34,1
"9188","554_1","949_1","social","female","male",18,36,1
"9189","554_1","949_1","sexual","female","male",18,36,1
"9190","554_1","1016_1","social","female","female",16,28,1
"9191","554_1","1153_1","social","female","female",16,29,1
"9192","554_1","1153_1","social","female","female",18,30,1
"9193","554_1","1154_1","social","female","male",16,32,1
"9194","554_1","1223_1","social","female","female",16,20,1
"9195","554_1","3959_1","social","female","male",16,24,1
"9196","554_1","3959_1","sexual","female","male",16,24,1
"9197","554_1","3960_1","social","female","male",16,28,1
"9198","554_1","5458_1","social","female","female",18,42,1
"9199","554_1","5459_1","social","female","male",18,15,1
"9200","554_1","5466_1","social","female","male",18,38,1
"9201","554_1","5729_1","social","female","female",18,16,1
"9202","554_1","5730_1","social","female","female",18,27,1
"9203","554_1","5731_1","social","female","female",18,17,1
"9204","554_1","5732_1","social","female","male",18,20,1
"9205","554_1","5732_1","sexual","female","male",18,20,1
"9206","555_1","1962_1","social","male","female",21,18,1
"9207","555_1","1962_1","sexual","male","female",21,18,1
"9208","555_1","1963_1","social","male","female",21,17,1
"9209","555_1","1963_1","sexual","male","female",21,17,1
"9210","555_1","10676_1","social","male","female",21,18,1
"9211","555_1","10676_1","sexual","male","female",21,18,1
"9212","555_1","10677_1","social","male","male",21,24,1
"9213","555_1","12538_1","social","male","male",22,28,1
"9214","555_1","12539_1","social","male","male",22,19,1
"9215","555_1","12540_1","social","male","male",22,20,1
"9216","557_1","1449_1","social","female","male",33,36,1
"9217","557_1","1449_1","sexual","female","male",33,36,1
"9218","557_1","1449_1","social","female","male",34,37,1
"9219","557_1","1449_1","sexual","female","male",34,37,1
"9220","557_1","1450_1","social","female","male",33,30,1
"9221","557_1","1450_1","sexual","female","male",33,30,1
"9222","557_1","1450_1","social","female","male",34,32,1
"9223","557_1","1450_1","sexual","female","male",34,32,1
"9224","557_1","1451_1","social","female","female",33,25,1
"9225","557_1","1451_1","social","female","female",34,26,1
"9226","557_1","1452_1","social","female","male",33,39,1
"9227","557_1","1452_1","social","female","male",34,40,1
"9228","557_1","1453_1","social","female","female",33,63,1
"9229","557_1","1453_1","social","female","female",34,64,1
"9230","557_1","4436_1","social","female","male",34,12,1
"9231","557_1","4437_1","social","female","female",34,3,1
"9232","564_1","70_1","social","female","female",30,29,1
"9233","564_1","70_1","sexual","female","female",30,29,1
"9234","564_1","102_1","social","female","female",30,34,1
"9235","564_1","261_1","social","female","female",30,31,1
"9236","564_1","618_1","social","female","female",30,27,1
"9237","564_1","794_1","social","female","female",29,28,1
"9238","564_1","3513_1","social","female","male",28,27,1
"9239","564_1","3513_1","sexual","female","male",28,27,1
"9240","564_1","3513_1","social","female","male",29,28,1
"9241","564_1","3513_1","sexual","female","male",29,28,1
"9242","564_1","3513_1","social","female","male",30,29,1
"9243","564_1","3513_1","sexual","female","male",30,29,1
"9244","564_1","3514_1","social","female","female",28,47,1
"9245","564_1","3515_1","social","female","female",28,26,1
"9246","564_1","3516_1","social","female","female",28,23,1
"9247","564_1","3517_1","social","female","female",28,15,1
"9248","564_1","3518_1","social","female","male",28,34,1
"9249","564_1","3518_1","social","female","male",29,35,1
"9250","564_1","3519_1","social","female","male",28,53,1
"9251","564_1","3520_1","social","female","male",28,35,1
"9252","564_1","4310_1","social","female","female",30,25,1
"9253","564_1","5159_1","social","female","male",29,31,1
"9254","564_1","5159_1","sexual","female","male",29,31,1
"9255","564_1","5463_1","social","female","female",30,21,1
"9256","564_1","5645_1","social","female","female",30,22,1
"9257","564_1","5645_1","sexual","female","female",30,22,1
"9258","564_1","5646_1","social","female","male",30,49,1
"9259","564_1","5647_1","social","female","male",30,47,1
"9260","564_1","11815_1","social","female","male",30,42,1
"9261","564_1","11815_1","sexual","female","male",30,42,1
"9262","564_1","13013_1","sexual","female","male",29,55,1
"9263","564_1","13014_1","social","female","male",29,30,1
"9264","564_1","13015_1","social","female","male",29,32,1
"9265","564_1","13016_1","sexual","female","male",29,70,1
"9266","564_1","13017_1","sexual","female","male",29,55,1
"9267","564_1","13018_1","sexual","female","male",29,38,1
"9268","564_1","13019_1","social","female","female",30,42,1
"9269","564_1","13332_1","social","female","male",30,33,1
"9270","564_1","13332_1","sexual","female","male",30,33,1
"9271","564_1","13333_1","social","female","female",30,30,1
"9272","564_1","13334_1","social","female","male",30,35,1
"9273","564_1","13335_1","social","female","male",30,35,1
"9274","564_1","13336_1","social","female","female",30,28,1
"9275","564_1","13337_1","social","female","male",30,28,1
"9276","564_1","13338_1","social","female","male",30,30,1
"9277","564_1","13339_1","social","female","male",30,30,1
"9278","564_1","13339_1","sexual","female","male",30,30,1
"9279","564_1","13340_1","social","female","male",30,37,1
"9280","564_1","13340_1","sexual","female","male",30,37,1
"9281","564_1","13341_1","social","female","male",30,37,1
"9282","570_1","876_1","social","male","female",54,30,1
"9283","570_1","876_1","sexual","male","female",54,30,1
"9284","570_1","1013_1","sexual","male","female",54,29,1
"9285","570_1","4187_1","social","male","female",54,30,1
"9286","570_1","4187_1","sexual","male","female",54,30,1
"9287","570_1","4188_1","social","male","male",54,27,1
"9288","570_1","4189_1","social","male","male",54,20,1
"9289","570_1","4190_1","social","male","male",54,22,1
"9290","571_1","12060_1","sexual","male","female",38,25,1
"9291","574_1","968_1","social","female","female",28,25,1
"9292","574_1","3355_1","social","female","male",28,31,1
"9293","574_1","3355_1","sexual","female","male",28,31,1
"9294","574_1","3356_1","social","female","male",28,27,1
"9295","574_1","3356_1","sexual","female","male",28,27,1
"9296","574_1","3357_1","social","female","male",28,31,1
"9297","574_1","3358_1","social","female","female",28,53,1
"9298","574_1","3359_1","social","female","male",28,13,1
"9299","574_1","3360_1","social","female","male",28,11,1
"9300","574_1","3361_1","social","female","female",28,10,1
"9301","574_1","3362_1","social","female","male",28,1,1
"9302","574_1","3363_1","social","female","male",28,2,1
"9303","574_1","3364_1","social","female","female",28,3,1
"9304","575_1","2614_1","social","male","female",33,28,1
"9305","575_1","2614_1","sexual","male","female",33,28,1
"9306","575_1","2615_1","social","male","female",33,28,1
"9307","575_1","2615_1","sexual","male","female",33,28,1
"9308","575_1","2616_1","social","male","male",33,33,1
"9309","575_1","5751_1","social","male","male",33,30,1
"9310","575_1","11138_1","social","male","male",33,25,1
"9311","575_1","11139_1","social","male","male",33,28,1
"9312","577_1","807_1","social","female","male",23,39,1
"9313","577_1","807_1","sexual","female","male",23,39,1
"9314","577_1","807_1","social","female","male",25,40,1
"9315","577_1","807_1","sexual","female","male",25,40,1
"9316","577_1","3930_1","social","female","female",23,28,1
"9317","577_1","3933_1","sexual","female","male",23,45,1
"9318","577_1","12102_1","social","female","male",23,26,1
"9319","577_1","12103_1","sexual","female","male",23,28,1
"9320","577_1","12104_1","sexual","female","male",23,49,1
"9321","577_1","13092_1","sexual","female","male",25,60,1
"9322","577_1","13093_1","sexual","female","male",25,40,1
"9323","577_1","13094_1","sexual","female","male",25,60,1
"9324","577_1","13095_1","sexual","female","male",25,45,1
"9325","577_1","13096_1","sexual","female","male",25,35,1
"9326","577_1","13097_1","sexual","female","male",25,40,1
"9327","577_1","13098_1","sexual","female","male",25,35,1
"9328","579_1","4928_1","social","male","female",26,16,1
"9329","579_1","4928_1","sexual","male","female",26,16,1
"9330","579_1","4929_1","social","male","male",26,23,1
"9331","579_1","4930_1","social","male","female",26,19,1
"9332","579_1","4931_1","social","male","male",26,23,1
"9333","579_1","11326_1","sexual","male","female",25,21,1
"9334","579_1","11327_1","sexual","male","female",25,19,1
"9335","579_1","12817_1","social","male","male",26,19,1
"9336","579_1","12818_1","sexual","male","female",26,24,1
"9337","579_1","12819_1","sexual","male","female",26,19,1
"9338","579_1","12820_1","sexual","male","female",26,19,1
"9339","582_1","10976_1","social","female","female",29,34,1
"9340","582_1","10976_1","sexual","female","female",29,34,1
"9341","582_1","10976_1","social","female","female",31,35,1
"9342","582_1","10976_1","sexual","female","female",31,35,1
"9343","582_1","10977_1","social","female","female",29,36,1
"9344","582_1","10977_1","sexual","female","female",29,36,1
"9345","582_1","10977_1","social","female","female",31,37,1
"9346","582_1","10977_1","sexual","female","female",31,37,1
"9347","582_1","10978_1","social","female","male",29,32,1
"9348","582_1","10979_1","social","female","male",29,20,1
"9349","582_1","10979_1","social","female","male",31,21,1
"9350","582_1","10980_1","social","female","female",29,26,1
"9351","582_1","10981_1","social","female","female",29,26,1
"9352","582_1","10981_1","sexual","female","female",29,26,1
"9353","582_1","10981_1","social","female","female",31,27,1
"9354","582_1","10981_1","sexual","female","female",31,27,1
"9355","582_1","10982_1","sexual","female","male",29,35,1
"9356","582_1","10983_1","sexual","female","male",29,38,1
"9357","582_1","10984_1","sexual","female","male",29,35,1
"9358","582_1","10985_1","sexual","female","male",29,44,1
"9359","582_1","10986_1","sexual","female","male",29,20,1
"9360","582_1","10987_1","social","female","female",29,38,1
"9361","582_1","10987_1","social","female","female",31,39,1
"9362","582_1","10987_1","sexual","female","female",31,39,1
"9363","582_1","10988_1","social","female","female",29,29,1
"9364","582_1","10988_1","social","female","female",31,31,1
"9365","582_1","10989_1","social","female","female",29,30,1
"9366","582_1","10990_1","social","female","female",29,50,1
"9367","582_1","10991_1","social","female","female",29,34,1
"9368","582_1","10997_1","social","female","female",29,33,1
"9369","582_1","12648_1","sexual","female","male",31,34,1
"9370","582_1","12649_1","social","female","female",31,32,1
"9371","582_1","12649_1","sexual","female","female",31,32,1
"9372","582_1","12650_1","sexual","female","male",31,55,1
"9373","582_1","12651_1","sexual","female","male",31,38,1
"9374","582_1","12652_1","social","female","male",31,35,1
"9375","582_1","12652_1","sexual","female","male",31,35,1
"9376","582_1","12653_1","social","female","male",31,38,1
"9377","582_1","12653_1","sexual","female","male",31,38,1
"9378","582_1","12654_1","social","female","female",31,30,1
"9379","582_1","12654_1","sexual","female","female",31,30,1
"9380","582_1","12655_1","social","female","female",31,38,1
"9381","582_1","12655_1","sexual","female","female",31,38,1
"9382","582_1","12656_1","social","female","female",31,34,1
"9383","582_1","12656_1","sexual","female","female",31,34,1
"9384","582_1","12657_1","social","female","female",31,38,1
"9385","582_1","12657_1","sexual","female","female",31,38,1
"9386","582_1","12658_1","social","female","female",31,23,1
"9387","583_1","5100_1","social","male","female",27,31,1
"9388","583_1","5100_1","sexual","male","female",27,31,1
"9389","583_1","12974_1","social","male","female",27,30,1
"9390","583_1","12974_1","sexual","male","female",27,30,1
"9391","588_1","94_1","sexual","male","female",27,35,1
"9392","588_1","1378_1","social","male","female",27,23,1
"9393","588_1","1378_1","sexual","male","female",27,23,1
"9394","588_1","1379_1","social","male","female",27,6,1
"9395","588_1","1380_1","social","male","female",27,3,1
"9396","588_1","1381_1","social","male","male",27,1,1
"9397","588_1","1382_1","social","male","female",27,56,1
"9398","588_1","1382_1","social","male","female",29,58,1
"9399","588_1","1383_1","social","male","male",27,31,1
"9400","588_1","1383_1","social","male","male",29,32,1
"9401","588_1","1384_1","social","male","male",27,29,1
"9402","588_1","1384_1","social","male","male",29,30,1
"9403","588_1","1385_1","social","male","male",27,68,1
"9404","588_1","1385_1","social","male","male",29,70,1
"9405","588_1","1389_1","social","male","female",29,26,1
"9406","588_1","4388_1","social","male","female",29,21,1
"9407","588_1","4388_1","sexual","male","female",29,21,1
"9408","588_1","4389_1","social","male","female",29,31,1
"9409","588_1","4389_1","sexual","male","female",29,31,1
"9410","588_1","4390_1","social","male","female",29,23,1
"9411","588_1","4390_1","sexual","male","female",29,23,1
"9412","588_1","4391_1","social","male","female",29,41,1
"9413","588_1","4392_1","social","male","male",29,26,1
"9414","588_1","4393_1","social","male","male",29,43,1
"9415","588_1","4394_1","social","male","male",29,51,1
"9416","588_1","12348_1","social","male","female",29,17,1
"9417","590_1","1880_1","social","female","male",27,30,1
"9418","590_1","1880_1","sexual","female","male",27,30,1
"9419","590_1","1882_1","social","female","female",27,38,1
"9420","590_1","10619_1","social","female","male",27,30,1
"9421","590_1","10619_1","sexual","female","male",27,30,1
"9422","590_1","10620_1","social","female","male",27,34,1
"9423","590_1","10620_1","sexual","female","male",27,34,1
"9424","590_1","10621_1","social","female","male",27,36,1
"9425","590_1","10621_1","sexual","female","male",27,36,1
"9426","590_1","10622_1","social","female","male",27,38,1
"9427","590_1","10622_1","sexual","female","male",27,38,1
"9428","590_1","10623_1","social","female","male",27,35,1
"9429","590_1","10623_1","sexual","female","male",27,35,1
"9430","590_1","10624_1","social","female","male",27,36,1
"9431","591_1","1860_1","social","male","male",32,30,1
"9432","591_1","4320_1","social","male","female",32,26,1
"9433","591_1","4320_1","sexual","male","female",32,26,1
"9434","591_1","5038_1","social","male","male",32,68,1
"9435","591_1","5039_1","social","male","female",32,63,1
"9436","591_1","5040_1","social","male","female",32,58,1
"9437","591_1","5041_1","social","male","female",32,21,1
"9438","591_1","5042_1","social","male","female",32,21,1
"9439","591_1","5043_1","social","male","female",32,19,1
"9440","591_1","5044_1","social","male","male",32,30,1
"9441","591_1","5045_1","social","male","female",32,28,1
"9442","592_1","102_1","sexual","male","female",36,33,1
"9443","592_1","564_1","sexual","male","female",37,30,1
"9444","592_1","1464_1","social","male","female",35,35,1
"9445","592_1","1464_1","sexual","male","female",35,35,1
"9446","592_1","1464_1","social","male","female",36,36,1
"9447","592_1","1464_1","sexual","male","female",36,36,1
"9448","592_1","1464_1","social","male","female",37,37,1
"9449","592_1","1464_1","sexual","male","female",37,37,1
"9450","592_1","4310_1","sexual","male","female",37,24,1
"9451","592_1","4333_1","sexual","male","female",37,24,1
"9452","592_1","4441_1","social","male","male",36,36,1
"9453","592_1","4442_1","social","male","female",36,26,1
"9454","592_1","5698_1","social","male","male",37,40,1
"9455","592_1","10244_1","sexual","male","female",35,25,1
"9456","592_1","12396_1","sexual","male","female",36,27,1
"9457","592_1","12397_1","social","male","male",36,28,1
"9458","592_1","12398_1","social","male","male",36,36,1
"9459","592_1","12399_1","social","male","female",36,35,1
"9460","592_1","13394_1","sexual","male","female",37,36,1
"9461","592_1","13395_1","sexual","male","female",37,24,1
"9462","592_1","13396_1","sexual","male","female",37,23,1
"9463","592_1","13397_1","social","male","female",37,36,1
"9464","594_1","3806_1","social","female","male",37,33,1
"9465","594_1","3806_1","sexual","female","male",37,33,1
"9466","594_1","11992_1","social","female","male",37,33,1
"9467","594_1","11992_1","sexual","female","male",37,33,1
"9468","594_1","11993_1","social","female","male",37,28,1
"9469","594_1","11994_1","sexual","female","male",37,28,1
"9470","595_1","53_1","social","male","female",35,25,1
"9471","595_1","53_1","sexual","male","female",35,25,1
"9472","595_1","53_1","social","male","female",36,25,1
"9473","595_1","53_1","sexual","male","female",36,25,1
"9474","595_1","5739_1","social","male","female",36,56,1
"9475","595_1","5740_1","social","male","male",36,67,1
"9476","595_1","13429_1","sexual","male","female",36,23,1
"9477","598_1","599_1","social","male","male",29,35,1
"9478","598_1","5218_1","social","male","male",29,34,1
"9479","598_1","5218_1","sexual","male","male",29,34,1
"9480","598_1","5219_1","social","male","female",29,34,1
"9481","598_1","5220_1","social","male","female",29,16,1
"9482","598_1","5221_1","social","male","male",29,20,1
